_segment,_spec_id,econ,loc,glob
X,Spec1,0.14166666666666666,0.7297297297297297,0.45454545454545453
X,Spec2,0.14166666666666666,0.972972972972973,
X,Spec3,0.14166666666666666,0.6756756756756757,0.3333333333333333
X,Spec4,0.14166666666666666,0.8378378378378378,0.2
X,Spec5,0.029880478087649404,0.5454545454545454,0.5833333333333334
X,Spec6,0.029880478087649404,0.5757575757575758,0.52
X,Spec7,0.029880478087649404,0.6666666666666666,0.75
X,Spec8,0.06477732793522267,0.9090909090909091,0.6666666666666666
X,Spec9,0.06477732793522267,0.9090909090909091,0.6666666666666666
X,Spec10,0.14166666666666666,0.7567567567567568,0.5
X,Spec11,0.06477732793522267,0.5454545454545454,0.5217391304347826
X,Spec12,0.06477732793522267,0.8181818181818182,0.6666666666666666
X,Spec13,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec14,0.06477732793522267,0.7575757575757576,0.4444444444444444
X,Spec15,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec16,0.06477732793522267,0.7575757575757576,0.4444444444444444
X,Spec17,0.06477732793522267,0.5454545454545454,0.43478260869565216
X,Spec18,0.06477732793522267,0.7272727272727273,0.5555555555555556
