_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.7272727272727273,0.5
X,Spec2,0.06477732793522267,0.6363636363636364,0.10526315789473684
X,Spec3,0.06477732793522267,0.5454545454545454,0.17391304347826086
X,Spec4,0.06477732793522267,0.6666666666666666,0.23529411764705882
X,Spec5,0.06477732793522267,0.6060606060606061,0.14285714285714285
X,Spec6,0.14166666666666666,0.8648648648648649,0.6666666666666666
X,Spec7,0.06477732793522267,0.9696969696969697,0.8333333333333334
X,Spec8,0.06477732793522267,0.9696969696969697,0.8333333333333334
X,Spec9,0.14166666666666666,0.7837837837837838,0.5714285714285714
X,Spec10,0.06477732793522267,0.6060606060606061,0.47619047619047616
X,Spec11,0.06477732793522267,0.8484848484848485,0.7142857142857143
X,Spec12,0.14166666666666666,0.7837837837837838,0.7142857142857143
X,Spec13,0.06477732793522267,0.696969696969697,0.29411764705882354
X,Spec14,0.06477732793522267,0.6060606060606061,0.3333333333333333
X,Spec15,0.06477732793522267,0.8181818181818182,0.3333333333333333
X,Spec16,0.06477732793522267,0.6666666666666666,0.23529411764705882
