_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec2,0.06477732793522267,0.5757575757575758,0.38095238095238093
X,Spec3,0.06477732793522267,0.7272727272727273,0.5
X,Spec4,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec5,0.06477732793522267,0.6363636363636364,0.10526315789473684
X,Spec6,0.06477732793522267,0.5454545454545454,0.17391304347826086
X,Spec7,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec8,0.06477732793522267,0.6060606060606061,0.14285714285714285
X,Spec9,0.06477732793522267,0.7272727272727273,0.3888888888888889
X,Spec10,0.029880478087649404,0.696969696969697,0.64
X,Spec11,0.029880478087649404,0.696969696969697,0.64
X,Spec12,0.06477732793522267,0.6363636363636364,0.3333333333333333
X,Spec13,0.029880478087649404,0.48484848484848486,0.3793103448275862
X,Spec14,0.029880478087649404,0.6060606060606061,0.56
X,Spec15,0.06477732793522267,0.6363636363636364,0.3888888888888889
X,Spec16,0.029880478087649404,0.5151515151515151,0.25
X,Spec17,0.029880478087649404,0.42424242424242425,0.25
X,Spec18,0.029880478087649404,0.5757575757575758,0.36
X,Spec19,0.029880478087649404,0.48484848484848486,0.27586206896551724
