_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec2,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec3,0.06477732793522267,0.7272727272727273,0.5
X,Spec4,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec5,0.06477732793522267,0.696969696969697,0.4117647058823529
X,Spec6,0.06477732793522267,0.6060606060606061,0.38095238095238093
X,Spec7,0.06477732793522267,0.7878787878787878,0.6
X,Spec8,0.06477732793522267,0.6060606060606061,0.47619047619047616
X,Spec9,0.06477732793522267,0.6060606060606061,0.19047619047619047
X,Spec10,0.06477732793522267,0.5151515151515151,0.21739130434782608
X,Spec11,0.06477732793522267,0.6060606060606061,0.38095238095238093
X,Spec12,0.06477732793522267,0.5757575757575758,0.19047619047619047
X,Spec13,0.06477732793522267,0.6060606060606061,0.2857142857142857
X,Spec14,0.06477732793522267,0.5151515151515151,0.30434782608695654
X,Spec15,0.06477732793522267,0.6666666666666666,0.35294117647058826
X,Spec16,0.06477732793522267,0.5454545454545454,0.30434782608695654
X,Spec17,0.06477732793522267,0.7575757575757576,0.5555555555555556
X,Spec18,0.029880478087649404,0.696969696969697,0.76
X,Spec19,0.029880478087649404,0.696969696969697,0.76
X,Spec20,0.06477732793522267,0.6666666666666666,0.4117647058823529
X,Spec21,0.029880478087649404,0.6363636363636364,0.6923076923076923
X,Spec22,0.06477732793522267,0.6666666666666666,0.5294117647058824
X,Spec23,0.029880478087649404,0.6666666666666666,0.625
X,Spec24,0.029880478087649404,0.6060606060606061,0.48
X,Spec25,0.029880478087649404,0.696969696969697,0.76
X,Spec26,0.06477732793522267,0.7575757575757576,0.6111111111111112
X,Spec27,0.06477732793522267,0.696969696969697,0.35294117647058826
X,Spec28,0.06477732793522267,0.5454545454545454,0.391304347826087
X,Spec29,0.029880478087649404,0.6363636363636364,0.6153846153846154
X,Spec30,0.029880478087649404,0.6363636363636364,0.6153846153846154
X,Spec31,0.06477732793522267,0.6060606060606061,0.3333333333333333
X,Spec32,0.029880478087649404,0.5757575757575758,0.56
X,Spec33,0.06477732793522267,0.6060606060606061,0.42857142857142855
X,Spec34,0.06477732793522267,0.45454545454545453,0.5
X,Spec35,0.06477732793522267,0.5757575757575758,0.5714285714285714
X,Spec36,0.06477732793522267,0.5151515151515151,0.43478260869565216
X,Spec37,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec38,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec39,0.06477732793522267,0.7575757575757576,0.5
X,Spec40,0.06477732793522267,0.6060606060606061,0.38095238095238093
X,Spec41,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec42,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec43,0.06477732793522267,0.7575757575757576,0.5
X,Spec44,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec45,0.06477732793522267,0.6666666666666666,0.4117647058823529
X,Spec46,0.06477732793522267,0.5757575757575758,0.42857142857142855
X,Spec47,0.06477732793522267,0.7575757575757576,0.6111111111111112
X,Spec48,0.06477732793522267,0.6060606060606061,0.47619047619047616
