_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.7272727272727273,0.5555555555555556
X,Spec2,0.06477732793522267,0.6666666666666666,0.29411764705882354
X,Spec3,0.14166666666666666,0.8108108108108109,0.3333333333333333
X,Spec4,0.14166666666666666,1.0,0.5
X,Spec5,0.14166666666666666,0.7837837837837838,0.5714285714285714
X,Spec6,0.14166666666666666,0.8108108108108109,0.0
X,Spec7,0.14166666666666666,0.6756756756756757,0.4
X,Spec8,0.14166666666666666,0.8378378378378378,0.4
X,Spec9,0.14166666666666666,0.7297297297297297,0.09090909090909091
X,Spec10,0.013820335636722606,0.6428571428571429,0.5357142857142857
X,Spec11,0.013820335636722606,0.75,0.7916666666666666
X,Spec12,0.029880478087649404,0.696969696969697,0.64
X,Spec13,0.029880478087649404,0.8787878787878788,0.8
X,Spec14,0.029880478087649404,0.8787878787878788,0.8
X,Spec15,0.06477732793522267,0.8181818181818182,0.5333333333333333
X,Spec16,0.029880478087649404,0.5151515151515151,0.5714285714285714
X,Spec17,0.029880478087649404,0.7878787878787878,0.7368421052631579
X,Spec18,0.06477732793522267,0.8181818181818182,0.5333333333333333
X,Spec19,0.029880478087649404,0.5454545454545454,0.4166666666666667
X,Spec20,0.029880478087649404,0.7272727272727273,0.5714285714285714
X,Spec21,0.029880478087649404,0.5757575757575758,0.4
X,Spec22,0.029880478087649404,0.5454545454545454,0.4166666666666667
X,Spec23,0.029880478087649404,0.7272727272727273,0.5714285714285714
X,Spec24,0.029880478087649404,0.6060606060606061,0.36
X,Spec25,0.029880478087649404,0.5151515151515151,0.5
X,Spec26,0.029880478087649404,0.696969696969697,0.68
X,Spec27,0.029880478087649404,0.5454545454545454,0.5
