_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.6666666666666666,0.23529411764705882
X,Spec2,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec3,0.06477732793522267,0.7272727272727273,0.4444444444444444
X,Spec4,0.06477732793522267,0.6363636363636364,0.2222222222222222
X,Spec5,0.06477732793522267,0.6363636363636364,0.05555555555555555
X,Spec6,0.06477732793522267,0.5454545454545454,0.13043478260869565
X,Spec7,0.06477732793522267,0.6363636363636364,0.2222222222222222
X,Spec8,0.06477732793522267,0.6060606060606061,0.09523809523809523
X,Spec9,0.06477732793522267,0.7272727272727273,0.3333333333333333
X,Spec10,0.029880478087649404,0.6666666666666666,0.625
X,Spec11,0.029880478087649404,0.6666666666666666,0.625
X,Spec12,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec13,0.029880478087649404,0.48484848484848486,0.3448275862068966
X,Spec14,0.029880478087649404,0.6060606060606061,0.52
X,Spec15,0.06477732793522267,0.6363636363636364,0.3333333333333333
X,Spec16,0.029880478087649404,0.5151515151515151,0.21428571428571427
X,Spec17,0.029880478087649404,0.42424242424242425,0.21428571428571427
X,Spec18,0.029880478087649404,0.5757575757575758,0.32
X,Spec19,0.029880478087649404,0.48484848484848486,0.2413793103448276
