_segment,_spec_id,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
X,Spec1,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec2,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec3,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec4,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec5,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec6,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
X,Spec7,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
X,Spec8,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False
X,Spec9,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False
X,Spec10,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False
X,Spec11,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False
X,Spec12,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
X,Spec13,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False
X,Spec14,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec15,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec16,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec17,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec18,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec19,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec20,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec21,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
X,Spec22,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False
X,Spec23,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False
X,Spec24,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False
X,Spec25,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False
X,Spec26,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec27,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False
X,Spec28,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False
X,Spec29,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False
X,Spec30,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
X,Spec31,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False
X,Spec32,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec33,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec34,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec35,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec36,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec37,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec38,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec39,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec40,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec41,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False
X,Spec42,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False
