_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.9090909090909091,0.3333333333333333
X,Spec2,0.06477732793522267,0.7878787878787878,0.6
X,Spec3,0.06477732793522267,1.0,
X,Spec4,0.06477732793522267,0.8181818181818182,0.5333333333333333
X,Spec5,0.06477732793522267,0.8484848484848485,0.21428571428571427
X,Spec6,0.06477732793522267,0.7272727272727273,0.3333333333333333
X,Spec7,0.06477732793522267,0.9090909090909091,0.3333333333333333
X,Spec8,0.06477732793522267,0.7878787878787878,0.3333333333333333
X,Spec9,0.013820335636722606,0.7142857142857143,0.46153846153846156
X,Spec10,0.013820335636722606,0.6428571428571429,0.42857142857142855
X,Spec11,0.013820335636722606,0.75,0.7083333333333334
X,Spec12,0.029880478087649404,0.696969696969697,0.6
X,Spec13,0.06477732793522267,0.9090909090909091,0.2222222222222222
X,Spec14,0.029880478087649404,0.8787878787878788,0.7
X,Spec15,0.029880478087649404,0.8787878787878788,0.7
X,Spec16,0.06477732793522267,0.8181818181818182,0.4
X,Spec17,0.029880478087649404,0.5151515151515151,0.5
X,Spec18,0.029880478087649404,0.7878787878787878,0.631578947368421
X,Spec19,0.06477732793522267,0.8181818181818182,0.4666666666666667
X,Spec20,0.029880478087649404,0.6363636363636364,0.38461538461538464
X,Spec21,0.029880478087649404,0.5454545454545454,0.3333333333333333
X,Spec22,0.029880478087649404,0.7272727272727273,0.5238095238095238
X,Spec23,0.029880478087649404,0.5757575757575758,0.36
X,Spec24,0.029880478087649404,0.6363636363636364,0.34615384615384615
X,Spec25,0.029880478087649404,0.5454545454545454,0.2916666666666667
X,Spec26,0.029880478087649404,0.7272727272727273,0.47619047619047616
X,Spec27,0.029880478087649404,0.6060606060606061,0.28
X,Spec28,0.029880478087649404,0.6060606060606061,0.44
X,Spec29,0.029880478087649404,0.5151515151515151,0.42857142857142855
X,Spec30,0.029880478087649404,0.696969696969697,0.64
X,Spec31,0.029880478087649404,0.5454545454545454,0.4583333333333333
