_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.7878787878787878,0.7333333333333333
X,Spec2,0.06477732793522267,0.7878787878787878,0.4
X,Spec3,0.14166666666666666,0.918918918918919,0.0
X,Spec4,0.06477732793522267,1.0,
X,Spec5,0.06477732793522267,1.0,
X,Spec6,0.14166666666666666,0.8108108108108109,0.3333333333333333
X,Spec7,0.06477732793522267,0.8787878787878788,0.8888888888888888
X,Spec8,0.14166666666666666,0.8378378378378378,0.4
X,Spec9,0.06477732793522267,0.6666666666666666,0.4117647058823529
X,Spec10,0.06477732793522267,0.6666666666666666,0.11764705882352941
X,Spec11,0.14166666666666666,0.8108108108108109,0.0
X,Spec12,0.06477732793522267,0.9090909090909091,0.2
X,Spec13,0.06477732793522267,0.9090909090909091,0.2
X,Spec14,0.14166666666666666,0.7027027027027027,0.23076923076923078
X,Spec15,0.06477732793522267,0.7878787878787878,0.4666666666666667
X,Spec16,0.14166666666666666,0.7567567567567568,0.14285714285714285
X,Spec17,0.029880478087649404,0.6666666666666666,0.625
X,Spec18,0.029880478087649404,0.6060606060606061,0.52
X,Spec19,0.029880478087649404,0.696969696969697,0.76
X,Spec20,0.06477732793522267,0.7575757575757576,0.6111111111111112
X,Spec21,0.14166666666666666,0.8918918918918919,0.5
X,Spec22,0.06477732793522267,,
X,Spec23,0.06477732793522267,,
X,Spec24,0.14166666666666666,0.8108108108108109,0.3333333333333333
X,Spec25,0.06477732793522267,0.6060606060606061,0.47619047619047616
X,Spec26,0.06477732793522267,0.8787878787878788,0.8888888888888888
X,Spec27,0.14166666666666666,0.8108108108108109,0.5
X,Spec28,0.06477732793522267,0.7272727272727273,0.2777777777777778
X,Spec29,0.029880478087649404,0.7272727272727273,0.5238095238095238
X,Spec30,0.029880478087649404,0.7272727272727273,0.5238095238095238
X,Spec31,0.06477732793522267,0.6363636363636364,0.2222222222222222
X,Spec32,0.029880478087649404,0.6363636363636364,0.5
X,Spec33,0.06477732793522267,0.6666666666666666,0.23529411764705882
X,Spec34,0.06477732793522267,0.6666666666666666,0.17647058823529413
X,Spec35,0.06477732793522267,0.5757575757575758,0.2857142857142857
X,Spec36,0.06477732793522267,0.7878787878787878,0.3333333333333333
X,Spec37,0.06477732793522267,0.6363636363636364,0.16666666666666666
X,Spec38,0.06477732793522267,0.6363636363636364,0.3888888888888889
X,Spec39,0.06477732793522267,0.5454545454545454,0.43478260869565216
X,Spec40,0.06477732793522267,0.7878787878787878,0.5333333333333333
X,Spec41,0.06477732793522267,0.5757575757575758,0.47619047619047616
