_segment,_spec_id,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
X,Spec1,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False
X,Spec2,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
X,Spec3,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False
X,Spec4,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False
X,Spec5,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False
X,Spec6,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
X,Spec7,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False
X,Spec8,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec9,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec10,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec11,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec12,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False
X,Spec13,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False
X,Spec14,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False
X,Spec15,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False
X,Spec16,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
X,Spec17,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
X,Spec18,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False
X,Spec19,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False
X,Spec20,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False
X,Spec21,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False
X,Spec22,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
X,Spec23,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False
