_segment,_spec_id,econ,loc,glob
X,Spec1,0.06477732793522267,0.6666666666666666,0.5294117647058824
X,Spec2,0.06477732793522267,0.6060606060606061,0.5238095238095238
X,Spec3,0.06477732793522267,0.7878787878787878,0.7333333333333333
X,Spec4,0.06477732793522267,0.6060606060606061,0.5714285714285714
X,Spec5,0.06477732793522267,0.8787878787878788,0.5555555555555556
X,Spec6,0.06477732793522267,0.7575757575757576,0.5555555555555556
X,Spec7,0.06477732793522267,0.9393939393939394,0.6666666666666666
X,Spec8,0.06477732793522267,0.7878787878787878,0.6
X,Spec9,0.06477732793522267,0.6363636363636364,0.2777777777777778
X,Spec10,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec11,0.06477732793522267,0.6666666666666666,0.47058823529411764
X,Spec12,0.06477732793522267,0.6060606060606061,0.3333333333333333
X,Spec13,0.06477732793522267,0.8181818181818182,0.2
X,Spec14,0.06477732793522267,0.696969696969697,0.29411764705882354
X,Spec15,0.06477732793522267,0.8484848484848485,0.42857142857142855
X,Spec16,0.06477732793522267,0.7575757575757576,0.3333333333333333
X,Spec17,0.06477732793522267,0.696969696969697,0.5294117647058824
X,Spec18,0.029880478087649404,0.6666666666666666,0.75
X,Spec19,0.06477732793522267,0.6363636363636364,0.4444444444444444
X,Spec20,0.029880478087649404,0.6060606060606061,0.64
X,Spec21,0.06477732793522267,0.6060606060606061,0.5714285714285714
X,Spec22,0.029880478087649404,0.6363636363636364,0.5769230769230769
X,Spec23,0.029880478087649404,0.5757575757575758,0.52
X,Spec24,0.029880478087649404,0.6666666666666666,0.75
X,Spec25,0.06477732793522267,0.7272727272727273,0.5555555555555556
X,Spec26,0.06477732793522267,0.8484848484848485,0.5
X,Spec27,0.06477732793522267,0.7575757575757576,0.5555555555555556
X,Spec28,0.06477732793522267,0.9090909090909091,0.6666666666666666
X,Spec29,0.06477732793522267,0.7878787878787878,0.6
X,Spec30,0.029880478087649404,0.6060606060606061,0.32
X,Spec31,0.029880478087649404,0.5151515151515151,0.32142857142857145
X,Spec32,0.029880478087649404,0.6363636363636364,0.5
X,Spec33,0.029880478087649404,0.5454545454545454,0.3333333333333333
X,Spec34,0.06477732793522267,0.6666666666666666,0.23529411764705882
X,Spec35,0.06477732793522267,0.5757575757575758,0.3333333333333333
X,Spec36,0.06477732793522267,0.7575757575757576,0.4444444444444444
X,Spec37,0.06477732793522267,0.6363636363636364,0.2222222222222222
X,Spec38,0.06477732793522267,0.6363636363636364,0.3888888888888889
X,Spec39,0.06477732793522267,0.5454545454545454,0.43478260869565216
X,Spec40,0.06477732793522267,0.7575757575757576,0.5555555555555556
X,Spec41,0.06477732793522267,0.5757575757575758,0.47619047619047616
